,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,160,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,16,13.6,30.4,32.0,7.6,70,0,624984,0,0
1,160,16,12,7,False,2022-08-15T19:00:00Z,1,1,2,90,1,0,0,1,0,0,0,0,0,0,0,13,43.2,11.8,50.0,10.5,70,-78600,598209,22396,100996
2,160,22,2,12,True,2022-08-20T14:00:00Z,3,1,3,81,2,0,0,1,0,0,1,1,0,0,3,39,78.0,34.8,45.0,15.8,70,127651,790925,195201,67550
3,160,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,71,164238,1025364,332834,168596
4,160,43,4,7,True,2022-08-30T18:30:00Z,1,1,5,90,1,0,0,1,0,0,0,0,0,0,0,18,33.8,2.2,61.0,9.7,71,-289814,724264,21384,311198
5,160,57,15,3,False,2022-09-03T14:00:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,4,12.8,11.8,39.0,6.4,72,599891,1416540,661883,61992
0,161,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,85,0,0,0,2,0,0,0,0,0,0,0,11,13.4,7.0,32.0,5.2,50,0,16304,0,0
1,161,16,12,2,False,2022-08-15T19:00:00Z,1,1,2,87,0,0,0,1,0,0,0,0,0,0,0,14,16.0,0.1,0.0,1.6,50,-1232,16825,840,2072
2,161,22,2,1,True,2022-08-20T14:00:00Z,3,1,3,81,0,0,0,1,0,0,0,1,0,0,0,1,0.2,1.3,2.0,0.4,50,-476,17234,1858,2334
3,161,37,13,2,False,2022-08-27T14:00:00Z,4,2,4,90,0,0,0,4,0,0,0,0,0,0,0,8,13.2,0.7,0.0,1.4,50,-2008,15643,864,2872
4,161,43,4,3,True,2022-08-30T18:30:00Z,1,1,5,75,0,0,1,0,0,0,0,0,0,0,0,4,8.0,5.6,26.0,4.0,49,58,16197,1798,1740
5,161,57,15,3,False,2022-09-03T14:00:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,10,6.6,3.9,27.0,3.8,49,-140,16482,1821,1961
0,162,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11149,0,0
1,162,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1369,10085,84,1453
2,162,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-995,9313,148,1143
3,162,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-661,8798,77,738
4,162,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-404,8468,80,484
5,162,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-456,8114,90,546
0,163,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,4.0,0.4,50,0,2729,0,0
1,163,16,12,1,False,2022-08-15T19:00:00Z,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,50,-378,3063,64,442
2,163,22,2,1,True,2022-08-20T14:00:00Z,3,1,3,8,0,0,0,0,0,0,0,0,0,0,0,2,8.4,1.7,30.0,4.0,50,-185,3268,222,407
3,163,37,13,1,False,2022-08-27T14:00:00Z,4,2,4,23,0,0,0,2,0,0,0,0,0,0,0,4,7.6,0.3,0.0,0.8,49,-304,3247,118,422
4,163,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-133,3289,147,280
5,163,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-177,3245,109,286
0,164,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5160,0,0
1,164,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-291,5723,413,704
2,164,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-154,5959,738,892
3,164,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-711,5464,189,900
4,164,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-203,5492,361,564
5,164,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,219,6120,898,679
0,165,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,20,37.4,12.2,6.0,5.6,45,0,218564,0,0
1,165,16,12,1,False,2022-08-15T19:00:00Z,1,1,2,90,0,0,0,1,0,0,0,1,0,0,0,8,40.6,0.0,7.0,4.8,45,-11897,225529,10510,22407
2,165,22,2,2,True,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,14,18.6,10.7,0.0,2.9,45,-5159,227109,17393,22552
3,165,37,13,6,False,2022-08-27T14:00:00Z,4,2,4,90,1,0,0,4,0,0,0,0,0,0,0,23,48.6,0.0,17.0,6.6,45,-17559,213121,6903,24462
4,165,43,4,2,True,2022-08-30T18:30:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,16,28.4,11.7,0.0,4.0,45,19642,241545,29561,9919
5,165,57,15,7,False,2022-09-03T14:00:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,1,37,51.4,13.5,2.0,6.7,45,-2166,241969,16300,18466
0,166,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,57,0,0,0,1,0,0,0,0,0,0,0,-5,3.0,1.5,55.0,6.0,55,0,273605,0,0
1,166,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,27,0,0,0,0,0,0,0,1,0,0,0,1,3.6,0.8,2.0,0.6,55,-21209,271050,20404,41613
2,166,22,2,5,True,2022-08-20T14:00:00Z,3,1,3,69,0,1,0,1,0,0,0,0,0,0,0,11,21.6,13.4,33.0,6.8,55,-30702,246954,19371,50073
3,166,37,13,2,False,2022-08-27T14:00:00Z,4,2,4,66,0,0,0,2,0,0,0,0,0,0,0,4,0.0,1.3,2.0,0.2,54,-13046,241080,20732,33778
4,166,43,4,1,True,2022-08-30T18:30:00Z,1,1,5,36,0,0,0,1,0,0,0,0,0,0,0,4,1.0,1.6,0.0,0.3,54,950,249003,34923,33973
5,166,57,15,1,False,2022-09-03T14:00:00Z,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,5,17.2,31.9,38.0,8.7,54,-38525,211682,14737,53262
0,167,1,1,-1,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,1,0,0,0,0,0,0,7,16.6,1.4,0.0,1.8,45,0,178083,0,0
1,167,16,12,2,False,2022-08-15T19:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,27.8,10.0,2.0,4.0,45,-21752,160106,1278,23030
2,167,22,2,2,True,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,14,11.6,10.2,16.0,3.8,45,-9232,154189,4202,13434
3,167,37,13,-1,False,2022-08-27T14:00:00Z,4,2,4,90,0,0,0,4,0,0,0,1,0,0,0,10,11.4,0.5,0.0,1.2,44,-12558,143181,2204,14762
4,167,43,4,2,True,2022-08-30T18:30:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,15,20.8,0.8,0.0,2.2,44,-9567,134562,3495,13062
5,167,57,15,6,False,2022-09-03T14:00:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,28,33.8,1.2,21.0,5.6,44,-9279,125984,1721,11000
0,168,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,32,0,0,0,1,0,0,0,0,0,0,0,2,0.0,11.2,10.0,2.0,55,0,67462,0,0
1,168,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-8770,62483,3526,12296
2,168,22,2,5,True,2022-08-20T14:00:00Z,3,1,3,20,1,0,0,0,0,0,0,0,0,0,0,24,30.0,0.8,17.0,4.8,54,-7758,56793,4857,12615
3,168,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,16,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.5,0.0,0.2,54,4615,65783,13803,9188
4,168,43,4,1,True,2022-08-30T18:30:00Z,1,1,5,53,0,0,0,0,0,0,0,0,0,0,0,4,6.4,22.3,24.0,5.3,54,-5809,60934,5262,11071
5,168,57,15,2,False,2022-09-03T14:00:00Z,0,0,6,62,0,0,1,0,0,0,0,0,0,0,0,10,15.4,12.1,51.0,7.9,54,-8665,53183,4152,12817
0,169,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,85,0,0,0,2,0,0,0,0,0,0,0,7,6.8,8.1,21.0,3.6,55,0,74770,0,0
1,169,16,12,6,False,2022-08-15T19:00:00Z,1,1,2,78,0,1,0,1,0,0,0,0,0,0,1,24,25.2,16.9,2.0,4.4,55,-1275,87761,9764,11039
2,169,22,2,3,True,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,0,1,29,15.8,45.7,26.0,8.8,55,52839,155641,69311,16472
3,169,37,13,5,False,2022-08-27T14:00:00Z,4,2,4,90,0,1,0,4,0,0,0,0,0,0,0,18,20.4,28.5,2.0,5.1,55,-11884,147681,21976,33860
4,169,43,4,3,True,2022-08-30T18:30:00Z,1,1,5,75,0,0,1,0,0,0,0,0,0,0,0,11,10.6,28.3,5.0,4.4,55,82175,244804,100993,18818
5,169,57,15,3,False,2022-09-03T14:00:00Z,0,0,6,61,0,0,1,0,0,0,0,0,0,0,0,7,7.6,15.8,7.0,3.0,55,17484,266606,56094,38610
0,170,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,11,13.8,1.9,0.0,1.6,45,0,74150,0,0
1,170,16,12,2,False,2022-08-15T19:00:00Z,1,1,2,78,0,0,0,1,0,0,0,0,0,0,0,16,14.2,0.4,0.0,1.5,45,-5149,81545,1946,7095
2,170,22,2,6,True,2022-08-20T14:00:00Z,3,1,3,90,0,1,0,1,0,0,0,0,0,0,1,29,34.4,37.0,0.0,7.1,45,-1000,83765,6201,7201
3,170,37,13,1,False,2022-08-27T14:00:00Z,4,2,4,56,0,0,0,1,0,0,0,0,0,0,0,4,1.0,0.6,0.0,0.2,45,626,89205,8953,8327
4,170,43,4,1,True,2022-08-30T18:30:00Z,1,1,5,10,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,45,-14717,74281,947,15664
5,170,57,15,6,False,2022-09-03T14:00:00Z,0,0,6,62,0,0,1,0,0,0,0,0,0,0,0,17,9.8,0.4,0.0,1.0,45,-1911,74451,3477,5388
0,171,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,17030,0,0
1,171,16,12,1,False,2022-08-15T19:00:00Z,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2.0,14.0,0.0,1.6,55,-4387,12914,239,4626
2,171,22,2,1,True,2022-08-20T14:00:00Z,3,1,3,20,0,0,0,0,0,0,0,0,0,0,0,1,2.2,1.4,0.0,0.4,55,-47,14124,1935,1982
3,171,37,13,1,False,2022-08-27T14:00:00Z,4,2,4,16,0,0,0,1,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,55,-1503,13668,969,2472
4,171,43,4,3,True,2022-08-30T18:30:00Z,1,1,5,79,0,0,1,0,0,0,0,0,0,0,0,14,7.4,19.2,17.0,4.4,55,-755,13914,1043,1798
5,171,57,15,1,False,2022-09-03T14:00:00Z,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,10,9.2,18.3,0.0,2.8,55,1023,16149,2800,1777
0,172,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4045,0,0
1,172,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-541,4108,241,782
2,172,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1173,2908,0,1173
3,172,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-555,2406,0,555
4,172,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-307,2104,0,307
5,172,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-240,1871,0,240
0,173,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.5,0.0,0.2,45,0,18907,0,0
1,173,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-65,20899,1868,1933
2,173,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1021,20382,1814,2835
3,173,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2667,18015,550,3217
4,173,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-860,17605,1208,2068
5,173,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-660,17274,1342,2002
0,174,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,24639,0,0
1,174,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2431,25973,1417,3848
2,174,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-5573,20328,148,5721
3,174,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,252,21940,3441,3189
4,174,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,11952,38767,18541,6589
5,174,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-2720,33964,1606,4326
0,175,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,10954,0,0
1,175,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-575,12584,213,788
2,175,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-642,13260,388,1030
3,175,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-854,13424,182,1036
4,175,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-623,13615,193,816
5,175,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-619,13906,266,885
0,495,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,4672,0,0
1,495,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-491,4145,0,491
2,495,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-276,3887,0,276
3,495,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-172,3725,0,172
4,495,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-148,3586,0,148
5,495,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-186,3398,0,186
0,496,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,124669,0,0
1,496,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6465,128337,5444,11909
2,496,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7804,126295,8529,16333
3,496,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-13454,115719,4325,17779
4,496,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-20700,94999,531,21231
5,496,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-18258,76980,59,18317
0,514,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,74,0,0,0,1,0,0,0,0,0,0,0,16,5.8,3.8,0.0,1.0,50,0,9875,0,0
1,514,16,12,2,False,2022-08-15T19:00:00Z,1,1,2,78,0,0,0,1,0,0,0,0,0,0,0,17,12.8,28.0,3.0,4.4,50,-140,12433,1698,1838
2,514,22,2,2,True,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,2.4,2.3,1.0,0.6,50,670,14204,2754,2084
3,514,37,13,2,False,2022-08-27T14:00:00Z,4,2,4,90,0,0,0,4,0,0,0,0,0,0,0,9,17.0,0.6,7.0,2.5,50,-1725,12952,921,2646
4,514,43,4,6,True,2022-08-30T18:30:00Z,1,1,5,90,0,1,0,1,0,0,0,1,0,0,2,28,38.8,25.2,0.0,6.4,50,-536,12986,1058,1594
5,514,57,15,3,False,2022-09-03T14:00:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,19,29.0,22.7,23.0,7.5,50,3173,17542,4845,1672
0,530,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5048,0,0
1,530,16,12,1,False,2022-08-15T19:00:00Z,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,9,14.2,10.5,4.0,2.9,45,-655,5714,106,761
2,530,22,2,1,True,2022-08-20T14:00:00Z,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.8,0.0,0.1,45,-425,6059,200,625
3,530,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,33,0,0,0,3,0,0,0,0,0,0,0,3,3.2,0.9,0.0,0.4,45,-396,6378,192,588
4,530,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-345,6661,265,610
5,530,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-478,6726,219,697
0,590,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0
1,590,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,5316,11393,6164,848
2,590,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,126,11821,1231,1105
3,590,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,477,13311,1742,1265
0,601,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0
1,601,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,142,351,186,44
2,601,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,198,784,336,138
0,604,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0
1,604,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,826,1442,983,157
0,110,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,82551,0,0
1,110,14,15,0,True,2022-08-13T14:00:00Z,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-17499,72337,4474,21973
2,110,30,19,0,False,2022-08-21T13:00:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-17960,57573,3730,21690
3,110,33,4,0,False,2022-08-27T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-9175,51137,4499,13674
4,110,45,11,0,False,2022-08-30T19:00:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-2172,50793,6710,8882
5,110,55,12,2,True,2022-09-03T11:30:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,4,5.8,42.5,55.0,10.3,62,-7411,44481,3462,10873
0,176,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,45783,0,0
1,176,12,2,0,False,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1380,55213,3373,1993
2,176,23,16,0,True,2022-08-20T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,478,59480,3680,3202
3,176,33,4,0,False,2022-08-27T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-603,60875,2308,2911
4,176,45,11,0,False,2022-08-30T19:00:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-979,60812,1373,2352
5,176,55,12,0,True,2022-09-03T11:30:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-604,61265,2142,2746
0,177,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,15143,0,0
1,177,12,2,1,False,2022-08-13T11:30:00Z,2,1,2,26,0,0,0,1,0,0,0,0,0,0,0,1,5.4,11.0,17.0,3.3,50,5268,30948,9238,3970
2,177,23,16,1,True,2022-08-20T14:00:00Z,1,1,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.7,19.0,3.1,50,7550,46658,17760,10210
3,177,33,4,1,False,2022-08-27T14:00:00Z,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,50,1614,53347,12503,10889
4,177,45,11,0,False,2022-08-30T19:00:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-981,56420,9990,10971
5,177,55,12,0,True,2022-09-03T11:30:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-5803,53193,7585,13388
0,178,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3565,0,0
1,178,12,2,0,False,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-579,3282,131,710
2,178,23,16,0,True,2022-08-20T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,539,5412,1044,505
3,178,33,4,0,False,2022-08-27T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-304,6212,628,932
4,178,45,11,0,False,2022-08-30T19:00:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-266,6770,498,764
5,178,55,12,0,True,2022-09-03T11:30:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-269,7373,621,890
0,179,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,495,0,0
1,179,12,2,0,False,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-32,606,83,115
2,179,23,16,0,True,2022-08-20T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-53,570,68,121
3,179,33,4,0,False,2022-08-27T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-37,580,58,95
